gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn
Female;0;No;No;4;7356-AYNJP;No
Male;0;Yes;Yes;46;7356-IWLFW;No
Male;0;No;No;1;7359-PTSXY;Yes
Female;1;No;No;64;7359-SSBJK;Yes
Male;0;Yes;No;72;7359-WWYJV;No
Female;1;No;No;28;7361-YPXFS;No
Female;0;Yes;No;9;7363-QTBIW;No
Male;0;No;No;1;7365-BVCJH;No
Male;0;No;No;19;7369-TRPFD;No
Male;1;Yes;No;71;7375-WMVMT;No
Male;0;No;No;2;7377-DMMRI;Yes
Male;0;No;No;2;7379-FNIUJ;No
Male;0;Yes;No;3;7379-POKDZ;Yes
Male;0;No;No;18;7382-DFJTU;No
Male;0;Yes;No;3;7384-GHBPI;Yes
Female;0;Yes;Yes;2;7389-KBFIT;No
Male;0;No;No;22;7392-YYPYJ;No
Female;0;Yes;No;9;7394-FKDNK;Yes
Female;0;No;No;2;7394-LWLYN;No
Male;1;Yes;No;17;7395-IGJOS;Yes
Male;0;No;No;20;7395-XWZOY;No
Male;0;Yes;Yes;4;7396-VJUZB;No
Male;0;Yes;No;71;7398-HPYZQ;No
Male;0;Yes;No;44;7398-LXGYX;No
Female;0;Yes;No;3;7398-SKNQZ;No
Female;0;Yes;Yes;72;7399-QHBJS;No
Female;0;Yes;Yes;54;7401-JIXNM;No
Female;0;Yes;No;18;7401-RUBNK;No
Male;1;No;No;26;7402-EYFXX;No
Female;0;Yes;No;53;7402-PWYJJ;No
Female;0;No;No;3;7404-JLKQG;No
Male;0;No;No;25;7407-SUJIZ;No
Female;0;Yes;Yes;72;7408-OFWXJ;No
Female;0;Yes;No;53;7409-JURKQ;No
Female;1;No;Yes;1;7409-KIUTL;Yes
Male;0;Yes;No;18;7410-KTVFV;Yes
Male;0;No;No;10;7410-OIEDU;No
Female;0;No;No;7;7410-YTJIK;Yes
Female;0;Yes;No;57;7416-CKTEP;No
Female;0;No;No;8;7421-ZLUPA;No
Male;0;Yes;No;33;7422-WNBTY;No
Male;1;No;No;64;7426-GSWPO;No
Male;0;No;No;9;7426-RHZGU;No
Male;1;Yes;Yes;60;7426-WEIJX;No
Male;0;No;No;54;7427-AUFPY;No
Female;0;Yes;Yes;46;7432-FFVAR;No
Female;0;No;No;1;7434-SHXLS;Yes
Male;0;No;No;6;7435-ZNUYY;No
Male;0;No;No;1;7439-DKZTW;No
Male;0;No;No;1;7442-YGZFK;No
Female;0;No;No;48;7445-WMRBW;No
Male;0;Yes;Yes;45;7446-KQISO;No
Female;0;Yes;No;37;7446-SFAOA;No
Male;1;No;No;11;7446-YPODE;No
Male;0;Yes;Yes;55;7449-HVPIV;No
Male;1;No;No;12;7450-NWRTR;Yes
Male;0;No;Yes;39;7452-FOLON;No
Male;0;No;No;38;7459-IMVYU;No
Female;0;No;No;15;7459-RRWQZ;Yes
Female;1;Yes;No;45;7460-ITWWP;No
Female;0;Yes;No;72;7463-IFMQU;No
Male;0;No;No;1;7465-ZZRVX;No
Male;0;No;No;16;7469-LKBCI;No
Male;0;No;No;53;7470-DYNOE;No
Female;0;Yes;No;13;7470-MCQTK;Yes
Male;1;Yes;Yes;71;7471-MQPOS;No
Male;0;Yes;No;60;7471-WNSUF;No
Male;1;Yes;Yes;71;7472-EQOAV;No
Female;0;Yes;Yes;14;7473-ZBDSN;No
Male;0;No;No;7;7479-NITWS;Yes
Male;1;No;No;50;7480-QNVZJ;Yes
Male;0;Yes;Yes;69;7480-SPLEF;No
Female;1;No;No;49;7481-ATQQS;Yes
Male;0;Yes;Yes;37;7483-IQWIB;No
Male;0;No;No;43;7486-KSRVI;Yes
Female;0;No;No;4;7488-MXJIV;Yes
Male;0;Yes;Yes;7;7492-TAFJD;No
Male;0;No;No;57;7493-GVFIO;No
Male;0;No;No;1;7493-TPUWZ;Yes
Female;1;Yes;No;8;7495-OOKFY;Yes
Female;0;Yes;Yes;61;7501-IWUNG;No
Female;0;No;Yes;2;7501-VTYLJ;No
Female;0;Yes;No;46;7502-BNYGS;No
Female;0;Yes;Yes;64;7503-EPSZW;No
Female;1;Yes;No;72;7503-MIOGA;No
Male;1;Yes;No;16;7503-QQRVF;Yes
Male;0;No;No;1;7503-ZGUZJ;Yes
Male;0;No;No;25;7504-UWHNB;No
Female;0;No;No;64;7508-DQAKK;No
Male;0;Yes;Yes;24;7508-KBIMB;No
Male;0;Yes;No;14;7508-MYBOG;Yes
Female;1;No;No;15;7508-SMHXL;No
Male;0;No;No;9;7511-YMXVQ;Yes
Male;1;No;No;69;7515-LODFU;No
Male;1;Yes;No;50;7516-GMHUV;No
Female;0;No;No;12;7517-LDMPS;No
Female;0;Yes;No;19;7517-SAWMO;Yes
Female;0;No;No;69;7519-JTWQH;No
Female;0;Yes;Yes;66;7520-HQWJU;No
Female;0;Yes;Yes;5;7521-AFHAB;No
Male;0;No;Yes;3;7521-YXVZY;No
Male;1;No;No;69;7524-VRLPL;No
Male;0;No;No;12;7526-BEZQB;Yes
Male;0;No;No;3;7526-IVLYU;No
Male;0;Yes;Yes;17;7527-QNRUS;No
Male;1;Yes;No;57;7529-ZDFXI;No
Female;0;No;No;38;7530-HDYDS;Yes
Male;0;No;No;12;7531-GQHME;No
Male;1;No;No;24;7534-BFESC;Yes
Male;1;No;No;63;7537-CBQUZ;No
Female;0;No;No;1;7537-RBWEA;No
Female;0;No;No;2;7538-GWHML;Yes
Male;0;No;No;36;7541-YLXCL;Yes
Male;0;No;No;18;7542-CYDDM;No
Male;0;Yes;Yes;58;7544-ZVIKX;No
Male;0;Yes;No;42;7547-EKNFS;Yes
Female;0;No;No;5;7548-SEPYI;Yes
Female;0;Yes;Yes;63;7549-MYGPK;Yes
Male;0;Yes;Yes;50;7550-WIQVA;No
Male;0;Yes;Yes;6;7551-DACSP;Yes
Female;0;No;No;1;7551-JOHTI;Yes
Male;0;Yes;No;27;7552-KEYGT;No
Female;0;Yes;No;6;7554-AKDQF;No
Male;0;No;No;10;7554-NEWDD;No
Male;0;Yes;Yes;67;7558-IMLMT;No
Female;0;No;No;70;7560-QJAVJ;No
Female;0;No;Yes;48;7560-QRBXH;No
Female;0;No;No;16;7562-GSUHK;Yes
Female;0;No;No;13;7562-UXTPG;No
Male;0;No;No;5;7563-BIUPC;Yes
Female;0;Yes;Yes;72;7564-GHCVB;No
Female;0;Yes;No;72;7566-DSRLQ;No
Male;0;No;No;24;7567-ECMCM;No
Male;0;No;No;1;7568-PODML;Yes
Female;0;Yes;Yes;72;7569-NMZYQ;No
Female;0;Yes;No;68;7570-WELNY;No
Female;0;No;No;2;7571-YXDAD;Yes
Male;0;No;Yes;62;7572-KPVKK;No
Female;0;Yes;Yes;41;7576-ASEJU;No
Female;1;Yes;Yes;46;7576-JMYWV;No
Male;1;No;No;3;7576-OYWBN;Yes
Male;0;No;No;1;7577-SWIFR;No
Male;0;Yes;Yes;71;7579-KKLOE;No
Female;1;Yes;No;2;7579-OOPEC;Yes
Female;1;No;No;2;7580-UGXNC;Yes
Female;0;No;No;60;7581-EBBOU;No
Male;0;No;No;40;7586-ZATGZ;No
Male;0;Yes;Yes;27;7587-AOVVU;No
Male;0;No;No;3;7587-RZNME;Yes
Female;0;Yes;No;1;7590-VHVEG;No
Male;0;Yes;Yes;6;7593-JNWRU;Yes
Male;0;No;No;1;7593-XFKDI;Yes
Male;1;No;No;34;7594-LZNWR;No
Female;0;No;Yes;1;7594-RQHXR;Yes
Male;0;Yes;Yes;32;7595-EHCDL;No
Female;0;No;No;1;7595-EUIVN;Yes
Female;0;No;No;27;7596-IIWYC;No
Female;0;No;No;12;7596-LDUXP;No
Female;0;No;No;65;7596-ZYWBB;No
Male;0;Yes;No;2;7598-UAASY;Yes
Male;0;Yes;No;42;7599-FKVXZ;Yes
Female;0;Yes;Yes;62;7599-NTMDP;No
Female;0;No;No;48;7601-DHFWZ;No
Male;0;Yes;Yes;35;7601-GNDYK;No
Male;0;No;No;1;7601-WFVZV;No
Female;0;Yes;No;71;7602-DBTOU;No
Female;0;Yes;Yes;72;7602-MVRMB;No
Male;0;No;Yes;12;7603-USHJS;Yes
Female;0;No;No;31;7605-BDWDC;No
Female;0;Yes;No;45;7605-SNLQG;No
Male;0;No;No;72;7606-BPHHN;No
Male;0;Yes;Yes;45;7607-QKKTJ;No
Male;0;No;Yes;62;7608-RGIRO;No
Female;0;No;No;17;7609-NRNCA;No
Male;0;No;No;54;7609-YBPXG;No
Male;0;No;No;15;7610-TVOPG;No
Male;0;Yes;Yes;22;7611-YKYTC;No
Male;0;No;No;12;7613-LLQFO;Yes
Male;0;Yes;Yes;49;7614-QVWQL;Yes
Female;0;Yes;No;2;7615-ESMYF;Yes
Male;0;No;No;1;7617-EYGLW;No
Male;0;Yes;Yes;24;7619-ODSGN;Yes
Female;0;Yes;No;53;7619-PLRLP;No
Female;0;Yes;No;42;7621-VPNET;No
Male;1;Yes;No;56;7622-FWGEW;No
Male;0;No;No;28;7622-NXQZR;No
Male;0;No;Yes;6;7623-HKYRK;No
Male;0;No;Yes;1;7623-TRNQN;Yes
Female;0;No;No;11;7625-XCQRH;Yes
Female;0;Yes;No;37;7627-JKIAZ;Yes
Female;1;Yes;No;56;7629-WFGLW;No
Female;0;No;No;7;7629-WIXZF;No
Male;1;No;No;66;7632-MNYOY;Yes
Female;0;Yes;Yes;25;7632-YUTXB;No
Male;0;Yes;No;57;7633-MVPUY;No
Female;0;Yes;Yes;47;7634-HLQJR;No
Female;0;No;Yes;8;7634-WSWDB;No
Male;1;No;No;12;7636-OWBPG;No
Female;0;Yes;Yes;58;7636-PEPNS;No
Male;0;No;No;2;7636-XUHWW;No
Female;0;No;No;7;7638-QVMVY;Yes
Male;0;No;No;52;7639-LIAYI;No
Male;0;Yes;Yes;70;7639-OPLNG;No
Female;0;No;No;22;7639-SUPCW;Yes
Male;1;Yes;Yes;46;7641-EUYET;Yes
Male;0;No;Yes;39;7641-TQFHN;No
Female;0;Yes;Yes;63;7643-RCHXS;No
Female;0;Yes;Yes;54;7647-GYYKX;No
Male;0;No;No;11;7649-PHJVR;No
Male;0;Yes;No;71;7649-SIJJF;No
Male;0;Yes;No;43;7654-YWJUF;No
Male;1;No;No;38;7657-DYEPJ;Yes
Male;1;Yes;No;21;7658-UYUQS;No
Female;0;No;No;1;7660-HDPJV;Yes
Male;0;No;No;19;7661-CPURM;No
Male;0;Yes;No;59;7663-CUXZB;No
Male;0;No;No;1;7663-RGWBC;Yes
Female;0;Yes;No;72;7663-YJHSN;No
Male;0;No;Yes;29;7663-ZTEGJ;No
Female;0;Yes;Yes;36;7665-NKLAV;No
Female;0;No;No;1;7665-TOALD;Yes
Male;0;No;No;10;7665-VIGUD;No
Female;0;No;No;39;7666-WKRON;Yes
Female;1;Yes;No;17;7668-XCFYV;No
Male;0;Yes;Yes;12;7669-LCRSD;No
Female;0;Yes;No;58;7670-ZBPOQ;No
Male;0;Yes;No;57;7672-VFMXZ;No
Female;0;Yes;Yes;69;7673-BQGKU;No
Female;0;No;No;23;7673-LPRNY;No
Female;0;No;No;33;7674-YTAFD;No
Female;1;No;No;3;7675-OZCZG;Yes
Male;0;Yes;Yes;8;7677-SJJJK;No
Male;0;Yes;Yes;34;7682-AZNDK;No
Male;0;Yes;Yes;14;7683-CBDKJ;Yes
Male;0;Yes;Yes;72;7684-XSZIY;No
Male;0;Yes;No;71;7688-AWMDX;No
Male;0;Yes;Yes;64;7690-KPNCU;No
Male;0;Yes;Yes;53;7691-KGKGP;No
Female;0;Yes;No;68;7691-XVTZH;No
Male;0;Yes;Yes;5;7693-LCKZL;Yes
Male;1;No;No;52;7693-QPEFS;No
Male;0;Yes;No;67;7694-VLBWQ;Yes
Female;0;No;No;68;7695-PKLCZ;No
Female;0;Yes;Yes;49;7696-AMHOD;No
Male;0;Yes;Yes;37;7696-CFTAT;No
Male;0;No;No;1;7698-YFGEZ;No
Male;0;No;No;23;7703-ZEKEF;Yes
Male;0;No;No;11;7706-DZNKK;No
Female;0;No;No;70;7706-YLMQA;No
Male;0;No;No;40;7707-PYBBH;No
Female;0;Yes;Yes;69;7710-JSYOA;No
Female;0;Yes;Yes;71;7711-GQBZC;No
Male;0;Yes;Yes;61;7711-YIJWC;No
Female;0;No;No;26;7714-YXSMB;No
Female;0;Yes;Yes;48;7716-YTYHG;Yes
Male;0;Yes;Yes;60;7717-BICXI;No
Male;0;Yes;No;15;7718-RXDGG;No
Female;0;Yes;No;69;7718-UPSKJ;No
Female;0;No;No;1;7721-DVEKZ;No
Male;0;Yes;No;59;7721-JXEAW;Yes
Male;0;Yes;Yes;54;7722-CVFXN;No
Male;0;Yes;Yes;72;7722-VJRQD;No
Female;0;No;No;9;7727-SHVZV;No
Male;0;Yes;Yes;2;7729-JTEEC;No
Male;0;Yes;Yes;66;7729-XBTWX;No
Female;0;Yes;Yes;72;7730-CLDSV;No
Male;0;No;No;43;7730-IUTDZ;Yes
Female;1;No;No;57;7733-UDMTP;No
Female;0;Yes;Yes;1;7734-DBOAI;Yes
Female;0;Yes;Yes;32;7739-LAXOG;Yes
Male;1;Yes;No;55;7740-BTPUX;No
Male;0;Yes;No;51;7740-KKCXF;No
Female;0;Yes;Yes;6;7742-MYPGI;No
Male;0;Yes;Yes;8;7743-EXURX;Yes
Female;0;No;No;28;7746-AWNQW;No
Male;0;Yes;Yes;16;7746-QYVCO;No
Female;1;No;Yes;30;7748-UMTRK;No
Female;0;No;No;12;7750-EYXWZ;No
Female;0;No;No;60;7752-XUSCI;Yes
Male;0;No;No;55;7753-USQYQ;No
Female;0;No;No;1;7754-IXRMC;No
Male;0;Yes;Yes;34;7758-UJWYS;No
Male;0;No;No;15;7758-XKCBS;Yes
Female;0;No;No;2;7760-OYPDY;Yes
Female;0;Yes;Yes;6;7762-ONLJY;No
Male;0;Yes;No;66;7762-URZQH;Yes
Male;0;No;Yes;3;7764-BDPEE;No
Female;0;Yes;Yes;72;7765-LWVVH;No
Female;0;No;No;10;7766-CLTIC;No
Male;0;No;No;1;7767-UXAGJ;Yes
Female;0;Yes;Yes;47;7771-CFQRQ;No
Male;0;No;No;22;7771-ZONAT;No
Male;0;No;No;31;7774-OJSXI;Yes
Female;0;Yes;Yes;39;7776-QGYJC;No
Male;1;Yes;No;30;7776-QWNFX;Yes
Female;0;Yes;Yes;12;7777-UNYHB;No
Male;1;Yes;No;10;7779-LGOVN;Yes
Male;1;Yes;No;45;7779-ORAEL;No
Male;0;Yes;No;18;7780-OTDSO;Yes
Male;0;Yes;Yes;70;7781-EWARA;No
Female;0;Yes;Yes;72;7781-HVGMK;No
Female;0;No;No;12;7783-YKGDV;Yes
Female;0;Yes;Yes;3;7785-RDVIG;No
Female;0;No;No;4;7786-WBJYI;Yes
Male;0;No;No;6;7787-BNTZM;No
Female;1;Yes;No;61;7789-CRUVC;No
Female;1;Yes;No;42;7789-HKSBS;No
Male;0;No;No;1;7794-JASDG;No
Male;0;No;No;45;7795-CFOCW;No
Female;0;No;No;8;7797-EJMDP;No
Female;0;No;No;14;7798-JVXYM;No
Male;0;No;No;18;7799-DSEWS;No
Female;0;No;No;43;7799-LGRDP;No
Male;0;Yes;No;27;7801-CEDNV;No
Female;0;No;No;18;7801-KICAO;No
Male;0;Yes;No;5;7802-EFKNY;Yes
Female;0;Yes;Yes;52;7803-XOCCZ;No
Male;0;Yes;No;3;7808-DVWEP;No
Female;0;No;No;23;7811-JIVPF;No
Female;0;Yes;Yes;17;7812-FZHPE;Yes
Female;0;Yes;No;20;7813-TKCVO;No
Male;1;No;No;31;7813-ZGGAW;No
Female;0;Yes;No;1;7814-LEEVE;No
Male;0;No;No;35;7815-PDTHL;No
Female;0;Yes;Yes;6;7816-VGHTO;No
Female;0;No;No;2;7817-BOQPW;Yes
Male;0;No;No;14;7817-OMJNA;No
Male;0;No;No;63;7820-ZYGNY;No
Male;0;Yes;No;68;7821-DPRQE;No
Male;0;No;No;3;7823-JSOAG;No
Male;0;No;No;58;7824-PANSQ;No
Female;0;No;No;19;7825-ECJRF;Yes
Female;0;No;No;1;7825-GKXMW;Yes
Female;1;Yes;Yes;24;7826-VVKWT;No
Female;0;No;No;18;7831-QGOXH;Yes
Male;0;Yes;Yes;51;7833-PKIHD;No
Male;0;Yes;No;45;7838-LAZFO;No
Female;0;Yes;Yes;61;7839-NUIAA;No
Female;0;No;No;1;7839-QRKXN;Yes
Female;0;Yes;No;33;7841-FCRQD;No
Male;0;No;No;2;7841-TZDMQ;Yes
Female;0;Yes;No;8;7845-URHJN;Yes
Female;0;Yes;Yes;26;7850-THJMU;No
Female;0;No;No;23;7850-VWJUU;No
Male;0;No;No;1;7851-FLGGQ;Yes
Female;0;No;No;2;7851-WZEKY;Yes
Male;1;Yes;No;13;7852-LECYP;No
Female;0;Yes;Yes;1;7853-GVUDZ;Yes
Female;0;Yes;No;4;7853-OETYL;No
Male;0;No;No;1;7853-WNZSY;No
Male;0;No;No;22;7854-EDSSA;Yes
Female;0;No;Yes;2;7854-EKTJL;Yes
Male;0;No;No;1;7854-FOKSF;Yes
Female;0;No;No;21;7855-DIWPO;No
Male;1;Yes;No;45;7856-GANIL;No
Female;0;No;No;12;7858-GTZSP;No
Male;0;Yes;Yes;72;7860-KSUGX;No
Male;0;Yes;Yes;63;7860-UXCRM;No
Female;0;Yes;No;15;7861-UVUFT;Yes
Male;0;Yes;No;43;7868-BGSZA;No
Female;1;Yes;No;60;7868-TMWMZ;No
Male;0;Yes;No;31;7869-ZYDST;No
Female;0;Yes;Yes;53;7872-BAAZR;No
Female;1;No;No;67;7872-RDDLZ;No
Male;0;No;No;72;7873-CVMAW;No
Female;0;No;Yes;4;7874-ECPQJ;No
Female;0;No;Yes;51;7876-AEHIG;No
Female;0;No;No;15;7876-BEUTG;No
Female;0;Yes;Yes;69;7876-DNYAP;No
Male;0;No;No;4;7878-JGDKK;No
Female;0;No;No;1;7878-RTCZG;No
Male;0;No;No;55;7879-CGSFV;No
Male;0;No;No;4;7880-XSOJX;No
Female;0;No;No;2;7881-EVUAD;Yes
Male;0;No;No;45;7881-INRLC;Yes
Female;0;Yes;No;19;7883-ROJOC;No
Male;1;Yes;No;3;7890-VYYWG;Yes
Female;0;Yes;No;28;7892-POOKP;Yes
Female;0;Yes;Yes;23;7892-QVYKW;No
Male;0;No;No;1;7893-IXHRQ;Yes
Female;0;No;No;25;7895-VONWT;No
Male;0;Yes;No;71;7898-PDWQE;No
Male;0;No;No;14;7901-HXJVA;No
Male;0;No;No;24;7901-IIDQV;No
Male;1;No;No;56;7901-TBKJX;No
Male;1;Yes;No;1;7903-CMPEY;Yes
Male;1;Yes;No;7;7905-NJMXS;No
Female;0;No;No;5;7905-TVXTA;No
Female;0;Yes;No;1;7908-QCBCA;Yes
Female;0;Yes;Yes;19;7909-FIOIY;No
Female;0;No;No;7;7912-SYRQT;Yes
Female;0;Yes;Yes;16;7916-VCCPB;No
Female;0;Yes;Yes;10;7919-ZODZZ;No
Female;0;No;No;72;7921-BEPCI;No
Male;1;No;No;51;7921-LMDFQ;No
Male;1;No;No;67;7923-IYJWY;No
Female;1;Yes;No;25;7924-GJZFI;No
Female;0;Yes;Yes;45;7925-PNRGI;No
Male;0;No;No;1;7926-IJOOU;No
Female;0;No;No;30;7927-AUXBZ;Yes
Male;0;Yes;Yes;11;7928-VJYAB;No
Female;0;Yes;No;20;7929-DMBCV;No
Male;0;Yes;No;70;7929-SKFGK;No
Male;0;No;No;38;7931-PXHFC;Yes
Female;1;Yes;No;1;7932-WPTDS;Yes
Male;0;No;No;3;7938-OUHIO;Yes
Female;0;Yes;Yes;64;7940-UQQUG;No
Male;0;No;No;65;7941-RCJOW;No
Female;0;No;No;9;7943-RQCHR;Yes
Female;0;No;No;60;7945-HLKEA;No
Male;0;No;No;35;7945-PRBVF;No
Male;0;No;No;11;7950-XWOVN;No
Female;0;Yes;Yes;33;7951-QKZPL;Yes
Female;0;No;No;36;7951-VRDVK;No
Male;0;No;No;3;7952-OBOYL;No
Male;0;No;No;31;7954-MLBUN;No
Male;0;No;No;27;7956-XQWGU;No
Female;1;No;No;40;7957-RYHQD;Yes
Female;0;Yes;Yes;3;7963-GQRMY;Yes
Female;0;No;No;52;7963-SHNDT;No
Male;0;No;Yes;21;7964-VEXDG;No
Female;0;Yes;No;24;7964-YESJC;No
Male;0;Yes;No;67;7964-ZRKKG;No
Male;0;No;No;10;7966-YOTQW;No
Male;0;No;No;8;7967-HYCDE;No
Male;0;No;No;6;7968-QUXNS;No
Female;0;No;No;21;7969-AULMZ;Yes
Male;0;Yes;Yes;65;7969-FFOWG;No
Male;0;Yes;Yes;72;7971-HLVXI;No
Female;0;No;Yes;66;7973-DZRKH;No
Male;0;Yes;No;66;7975-JMZNT;No
Male;0;No;No;47;7975-TZMLR;No
Male;0;No;No;4;7976-CICYS;No
Male;0;No;Yes;21;7977-HXJKU;No
Female;0;Yes;No;25;7978-DKUQH;No
Male;0;No;No;24;7979-CORPM;Yes
Female;0;Yes;Yes;72;7980-MHFLQ;No
Female;0;No;No;36;7982-VCELR;No
Male;0;Yes;Yes;49;7989-AWGEH;No
Male;0;No;No;1;7989-CHGTL;Yes
Male;0;Yes;Yes;18;7989-VCQOH;No
Male;0;Yes;Yes;15;7993-NQLJE;No
Male;0;Yes;No;8;7993-PYKOF;Yes
Male;0;Yes;No;8;7994-UYIVZ;No
Male;1;No;No;54;7994-XIRTR;No
Male;0;Yes;No;42;7995-ZHHNZ;No
Female;0;Yes;Yes;13;7996-BPXHY;No
Female;0;No;No;66;7996-MHXLW;No
Female;0;Yes;No;63;7997-EASSD;No
Male;0;No;No;71;7998-WNZEM;No
Female;0;Yes;No;15;7998-ZLXWN;No
Female;1;No;No;1;8000-REIQB;Yes
Female;0;No;No;10;8003-EWNDZ;No
Female;0;No;No;2;8006-PYCSW;No
Female;0;No;No;15;8007-YYPWD;No
Female;0;Yes;No;53;8008-ESFLK;No
Male;0;No;No;14;8008-HAWED;Yes
Female;0;Yes;Yes;35;8008-OTEZX;No
Male;1;No;No;15;8010-EZLOU;Yes
Female;1;No;No;43;8012-SOUDQ;No
Female;0;Yes;Yes;72;8015-IHCGW;No
Male;1;No;No;55;8016-NCFVO;No
Female;1;Yes;No;66;8016-ZMGMO;No
Female;1;No;No;23;8017-LXHFA;Yes
Female;0;Yes;No;40;8017-UVSZU;No
Male;0;Yes;No;42;8019-ENHXU;Yes
Female;1;No;No;15;8020-BWHYL;Yes
Male;0;No;No;22;8022-BECSI;No
Female;1;Yes;No;56;8023-QHAIO;No
Female;1;No;No;72;8024-XNAFQ;No
Male;0;Yes;Yes;62;8028-PNXHQ;No
Male;1;Yes;No;71;8029-XYPWT;No
Female;0;Yes;Yes;39;8033-ATFAS;No
Male;0;Yes;No;50;8033-VCZGH;No
Female;0;No;No;55;8034-RYTVV;No
Male;0;Yes;No;40;8035-BUYVG;Yes
Female;0;No;No;6;8035-PWSEV;No
Female;0;Yes;Yes;72;8039-ACLPL;No
Male;0;Yes;No;69;8039-EQPIM;No
Female;0;No;No;1;8040-MNRTF;No
Male;1;Yes;No;63;8041-TMEID;No
Male;0;No;No;1;8042-JVNFH;Yes
Male;0;No;No;66;8042-RNLKO;No
Male;0;Yes;Yes;63;8043-PNYSD;No
Male;0;Yes;Yes;12;8044-BGWPI;No
Male;0;Yes;No;62;8046-DNVTL;No
Male;0;No;No;1;8048-DSDFQ;No
Male;0;Yes;Yes;10;8049-WJCLQ;No
Male;1;No;No;49;8050-DVOJX;No
Female;0;No;Yes;22;8050-WYBND;No
Female;0;Yes;Yes;62;8050-XGRVL;No
Female;1;No;No;1;8051-HJRLT;Yes
Female;0;Yes;No;6;8053-WWDRO;Yes
Male;1;No;No;54;8058-DMYRU;No
Female;0;No;No;1;8058-INTPH;Yes
Female;1;No;No;9;8058-JMEQO;Yes
Female;1;No;Yes;33;8059-UDZFY;No
Male;0;No;No;64;8060-HIWJJ;No
Male;1;No;No;1;8062-YBDOE;Yes
Female;1;No;No;27;8063-GBATB;Yes
Male;0;No;No;16;8063-RJYNF;Yes
Male;0;No;Yes;1;8064-RAVOH;No
Male;1;No;No;65;8065-BVEPF;No
Female;1;No;No;71;8065-QBYTO;No
Female;0;No;No;10;8065-YKXKD;Yes
Female;0;No;No;13;8066-POXGX;Yes
Female;0;Yes;Yes;24;8067-NIOYM;No
Female;0;Yes;Yes;67;8069-RHUXK;No
Male;0;No;No;14;8069-YQQAJ;No
Male;1;Yes;No;24;8070-AAWZP;No
Female;0;No;No;70;8071-SBTRN;No
Female;0;No;No;1;8073-IJDCM;Yes
Male;1;Yes;No;9;8075-GXIUB;No
Male;0;No;No;10;8076-FEZKJ;No
Male;0;Yes;No;65;8079-XRJRS;Yes
Male;1;No;No;1;8080-DDEMJ;Yes
Female;0;No;No;30;8080-POTJR;No
Male;0;No;Yes;13;8082-GHXOP;No
Male;0;No;No;4;8083-YTZES;Yes
Female;0;No;No;11;8084-OIVBS;No
Female;0;Yes;No;62;8085-MSNLK;No
Male;0;No;No;2;8086-OVPWV;Yes
Male;0;No;No;9;8087-LGYHQ;No
Female;1;No;No;71;8089-UZWLX;No
Male;0;Yes;No;58;8091-TTVAX;No
Male;0;No;No;72;8092-NLTGF;No
Female;0;No;No;10;8095-WANWK;No
Female;0;No;No;19;8096-LOIST;No
Male;0;Yes;Yes;59;8097-OMULG;No
Male;0;No;No;54;8097-VBQTZ;No
Female;1;No;No;4;8098-LLAZX;Yes
Female;0;Yes;No;42;8098-TDCBU;No
Male;0;Yes;Yes;48;8099-MZPUJ;No
Female;0;No;Yes;43;8100-HZZLJ;No
Male;0;Yes;Yes;68;8100-PNJMH;No
Female;0;No;No;12;8104-OSKWT;No
Male;0;Yes;No;38;8106-GWQOK;No
Male;1;Yes;No;14;8107-KNCIM;No
Male;0;Yes;No;72;8107-RZLNV;No
Female;0;Yes;Yes;11;8108-UXRQN;No
Male;0;No;No;17;8109-YUOHE;No
Female;0;No;No;10;8111-BKVDS;No
Male;0;No;No;4;8111-RKSPX;Yes
Male;1;Yes;No;39;8111-SLLHI;Yes
Male;1;No;No;23;8118-LSUEL;Yes
Male;0;Yes;Yes;9;8118-TJAFG;No
Male;0;Yes;Yes;4;8120-JDCAM;No
Female;0;Yes;Yes;36;8123-QBNAZ;No
Female;0;No;No;6;8124-NZVGJ;No
Female;0;Yes;No;72;8125-QPFJD;No
Female;0;No;No;7;8128-YVJRG;Yes
Female;0;Yes;Yes;56;8129-GMVGI;No
Female;0;No;No;6;8132-YPVBX;No
Female;1;No;No;49;8133-ANHHJ;No
Male;0;No;No;15;8138-EALND;No
Female;0;Yes;Yes;23;8143-ETQTI;No
Female;0;No;No;54;8144-DGHXP;No
Female;0;Yes;No;71;8146-QQKZH;No
Male;0;No;No;34;8148-BPLZQ;No
Female;0;Yes;Yes;42;8148-NLEGT;No
Male;0;Yes;Yes;8;8148-WOCMK;No
Male;0;No;No;39;8149-AIQCG;No
Female;0;No;No;1;8149-RSOUN;Yes
Male;0;No;No;2;8150-QUDFX;No
Female;1;No;No;50;8152-UOBNY;No
Female;0;Yes;No;72;8152-VETUR;No
Female;0;Yes;No;24;8155-IBNHG;Yes
Male;0;No;No;11;8158-WPEZG;No
Female;0;No;No;7;8160-HOWOX;No
Male;0;No;No;7;8161-QYMTT;No
Female;0;Yes;Yes;59;8164-OCKUJ;No
Male;0;Yes;Yes;66;8165-CBKXO;No
Female;0;Yes;Yes;72;8165-ZJRNM;No
Male;1;Yes;No;33;8166-ORCHU;No
Female;1;Yes;No;66;8166-ZZTFS;Yes
Male;0;No;No;3;8167-GJLRN;No
Female;0;No;No;11;8168-UQWWF;Yes
Male;1;Yes;No;69;8169-SAEJD;No
Female;0;Yes;Yes;24;8173-RXAYP;No
