gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
Female;0;Yes;Yes;35;7107-UBYKY;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;25.75;882.55
Female;1;Yes;No;21;7108-DGVUU;No;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;One year;No;Bank transfer (automatic);71.7;1497.05
Male;0;No;No;52;7109-CQYUZ;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;89.25;4652.4
Male;0;No;No;26;7109-MFBYV;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45.45;1233.15
Female;0;Yes;No;71;7110-BDTWG;No;No;No phone service;DSL;No;No;Yes;Yes;No;Yes;Two year;Yes;Electronic check;47.05;3263.6
Male;0;No;No;33;7112-OPOTK;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;68.25;2171.15
Male;0;Yes;Yes;66;7113-HIPFI;No;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;65.85;4097.05
Female;0;No;No;60;7114-AEOZE;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.85;1128.1
Female;0;Yes;No;72;7115-IRDHS;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);24.65;1830.05
Male;0;No;No;1;7120-RFMVS;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;84.5;84.5
Male;0;No;No;38;7123-WQUHX;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);95.0;3605.6
Female;1;Yes;No;61;7124-UGSUR;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);104.4;6405.0
Female;0;Yes;No;17;7126-RBHSD;No;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;78.9;1348.95
Male;0;No;No;46;7128-GGCNO;No;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);72.8;3249.4
Female;0;No;No;5;7129-ACFOG;No;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;53.8;283.95
Male;0;Yes;Yes;34;7129-AZJDE;No;Yes;No;Fiber optic;No;No;No;No;No;Yes;One year;Yes;Bank transfer (automatic);78.95;2647.2
Female;0;No;No;17;7129-CAKJW;No;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);80.05;1345.65
Male;1;Yes;No;16;7130-CTCUS;No;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);54.55;825.1
Female;1;No;No;8;7130-VTEWQ;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75.75;606.25
Male;0;Yes;No;48;7130-YXBRO;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);111.45;5315.1
Female;0;Yes;Yes;60;7131-ZQZNK;No;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);59.85;3590.2
Female;0;No;No;25;7133-VBDCG;Yes;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79.85;2015.35
Female;1;No;No;72;7134-HBPBS;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);108.1;7774.05
Female;1;No;No;66;7134-MJPDY;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);102.85;6976.75
Female;0;Yes;Yes;40;7136-IHZJA;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;71.35;2847.2
Male;1;No;No;70;7136-RVDTZ;Yes;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Electronic check;45.25;3264.45
Male;0;No;No;23;7137-NAXML;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20.15;405.6
Male;1;Yes;No;37;7137-RYLPP;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85.7;3171.15
Male;0;No;No;50;7138-GIRSH;No;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);69.5;3418.2
Male;0;Yes;Yes;60;7139-JZFVG;No;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Bank transfer (automatic);60.5;3694.45
Male;0;No;No;8;7140-ADSMJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20.45;162.3
Male;1;Yes;No;43;7142-HVGBG;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103.0;4414.3
Male;0;No;No;10;7143-BQIBA;No;Yes;No;DSL;Yes;No;No;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);62.25;612.95
Female;0;No;Yes;12;7145-FEJWU;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105.3;1275.65
Male;0;No;No;37;7147-AYBAA;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70.35;2552.9
Male;0;Yes;Yes;55;7148-XZPHA;No;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;79.4;4238.45
Female;0;Yes;Yes;57;7153-CHRBV;No;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;Yes;Mailed check;59.3;3274.35
Male;0;No;No;1;7153-OANIO;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;69.95;69.95
Male;1;No;No;13;7156-MHUGY;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90.5;1201.15
Female;0;No;No;43;7156-MXBJE;No;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);85.1;3662.25
Male;0;No;Yes;61;7157-SMCFK;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.75;1124.2
Female;0;Yes;Yes;3;7159-FVYPK;No;Yes;Yes;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);69.15;235.0
Male;0;Yes;No;67;7159-NOKYQ;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Two year;Yes;Electronic check;93.15;6368.2
Female;0;Yes;No;71;7161-DFHUF;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;23.85;1672.1
Male;0;Yes;Yes;58;7162-WPHPM;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);71.6;4230.25
Male;0;Yes;Yes;22;7163-OCEQI;No;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;78.65;1663.75
Male;0;No;Yes;57;7164-BPTUT;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;89.55;5012.35
Male;0;No;No;67;7167-PCEYD;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19.8;1311.3
Female;0;Yes;Yes;36;7168-HDQHG;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19.2;702.9
Male;0;Yes;Yes;72;7169-YWAMK;No;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);68.4;4855.35
Female;1;Yes;No;72;7173-TETGO;No;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Two year;No;Bank transfer (automatic);78.5;5602.25
Female;0;No;No;25;7175-NTIXE;No;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);76.15;1992.95
Female;0;Yes;No;12;7176-WIONM;No;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);49.85;617.15
Male;0;No;No;70;7176-WRTNX;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114.95;7711.25
Male;0;Yes;Yes;1;7180-PISOG;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.5;74.5
Female;0;Yes;Yes;1;7181-BQYBV;Yes;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102.45;102.45
Male;0;No;No;21;7181-OQCUT;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;103.85;2215.0
Female;0;Yes;Yes;62;7182-OVLBJ;No;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);101.15;6638.35
Female;0;No;No;22;7184-LRUUR;No;Yes;No;DSL;No;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);65.25;1441.8
Female;0;No;No;65;7188-CBBBA;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Electronic check;95.5;6153.85
Female;0;No;No;38;7190-XHTWJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.3;755.5
Male;0;Yes;No;44;7191-ADRGF;No;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);54.3;2390.45
Female;0;No;No;6;7196-LIWRH;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.55;124.45
Male;0;Yes;No;67;7197-VOJMM;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Credit card (automatic);69.2;4671.65
Male;0;No;No;2;7198-GLXTC;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;79.0;143.65
Male;0;No;No;72;7203-OYKCT;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;104.95;7544.3
Female;0;No;No;40;7205-BAIAD;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20.6;827.3
Female;1;No;No;1;7206-GZCDC;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.25;69.25
Male;1;Yes;No;11;7206-PQBBZ;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.2;834.7
Female;0;Yes;Yes;65;7207-RMRDB;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105.5;6985.65
Female;0;Yes;No;70;7208-PSIHR;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);104.3;7188.5
Male;0;No;No;10;7209-JCUDS;Yes;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.9;1048.85
Female;1;Yes;No;1;7216-EWTRS;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100.8;100.8
Male;0;Yes;Yes;41;7216-KAOID;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.5;798.2
Male;0;Yes;Yes;24;7217-JYHOQ;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);70.3;1706.45
Male;0;Yes;No;2;7218-HKQFK;Yes;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;94.2;167.5
Female;0;Yes;Yes;4;7219-TLZHO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.85;62.9
Male;1;Yes;No;17;7225-CBZPL;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94.8;1563.9
Male;0;Yes;Yes;68;7225-IILWY;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25.75;1686.15
Male;0;No;No;4;7228-OMTPN;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;88.45;370.65
Female;0;No;No;14;7228-PAQPD;No;Yes;No;DSL;No;No;No;Yes;No;Yes;One year;No;Credit card (automatic);59.1;772.85
Male;0;Yes;No;63;7233-DRTRF;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;102.4;6444.05
Female;0;Yes;No;43;7233-IOQNP;No;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);34.0;1505.35
Male;0;Yes;Yes;66;7233-PAHHL;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;84.0;5714.25
Female;1;No;No;8;7234-FECYN;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;101.35;780.5
Male;0;No;No;4;7234-KMNRQ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.0;73.45
Male;1;No;No;2;7235-NXZCP;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74.85;156.4
Male;0;No;No;1;7239-HZZCX;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.75;19.75
Female;0;Yes;No;9;7240-ETPTR;Yes;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;48.75;442.2
Female;1;Yes;No;18;7240-FQLHE;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);99.75;1836.25
Male;0;No;No;32;7241-AJHFS;No;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);87.65;2766.4
Male;0;No;Yes;44;7242-EDTYC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.55;819.95
Male;0;No;Yes;1;7242-QZLXF;Yes;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;25.3;25.3
Female;0;No;No;1;7243-LCGGZ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.9;20.9
Female;0;No;No;24;7244-KXYZN;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20.45;527.35
Male;0;Yes;No;50;7244-QWYHG;No;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);44.45;2188.45
Female;0;No;No;51;7245-JMTTQ;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;111.5;5703.25
Female;0;No;No;3;7245-NIIWQ;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.85;199.85
Female;0;No;Yes;1;7246-ZGQDF;No;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;54.5;54.5
Male;0;Yes;No;53;7247-XOZPB;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);77.4;4155.95
Female;1;No;No;47;7248-VZQLC;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);85.2;3969.35
Male;0;Yes;No;10;7249-WBIYX;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85.6;813.85
Female;0;Yes;Yes;1;7250-EQKIY;Yes;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;50.45;50.45
Female;1;No;No;40;7251-LJBQN;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);103.75;4188.4
Female;0;No;No;61;7251-XFOIL;No;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Mailed check;89.2;5500.6
Female;0;No;No;1;7252-NTGSS;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;45.15;45.15
Female;0;No;No;46;7253-UVNDW;Yes;Yes;No;DSL;No;No;Yes;Yes;No;No;Two year;No;Credit card (automatic);54.35;2460.15
Male;0;No;No;1;7254-IQWOZ;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.65;69.65
Male;0;Yes;Yes;72;7255-SSFBC;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);112.25;8041.65
Male;0;Yes;Yes;11;7266-GSSJX;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;20.45;250.8
Female;0;Yes;Yes;25;7267-FRMJW;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.1;486.05
Male;1;No;No;18;7268-IGMFD;No;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);93.9;1743.9
Male;0;Yes;Yes;62;7268-WNTCP;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20.45;1297.35
Female;0;No;No;55;7269-JISCY;No;Yes;No;DSL;No;No;No;No;No;No;One year;No;Bank transfer (automatic);45.05;2462.6
Female;0;No;No;22;7270-BDIOA;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;90.0;1993.8
Female;0;Yes;No;55;7271-AJDTL;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);94.45;5073.1
Male;0;No;No;28;7272-QDCKA;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Electronic check;100.2;2688.45
Male;1;No;No;3;7273-TEFQD;Yes;No;No phone service;DSL;No;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;41.15;132.2
Male;0;No;No;62;7274-CGTOD;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);43.7;2618.3
Male;0;No;No;1;7274-RTAPZ;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;90.55;90.55
Male;0;No;No;13;7277-KAMWT;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.0;268.45
Female;0;No;No;22;7277-OZCGZ;No;Yes;No;Fiber optic;Yes;No;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;89.05;1886.25
Male;1;No;No;24;7278-CKDNC;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80.5;2088.45
Female;1;No;No;41;7279-BUYWN;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;113.2;4689.5
Female;0;No;No;17;7279-NMVJC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.9;323.15
Female;0;No;No;5;7284-BUYEC;No;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);50.95;229.4
Male;0;Yes;No;45;7284-ZZLOH;No;Yes;No;DSL;Yes;No;Yes;No;No;No;Two year;No;Credit card (automatic);53.3;2296.25
Female;0;Yes;No;12;7285-KLOTR;No;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Electronic check;78.85;876.75
Male;0;No;No;1;7291-CDTMJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);19.65;19.65
Female;0;Yes;Yes;60;7293-LSCDV;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19.25;1103.25
Female;0;No;No;1;7294-TMAOP;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;90.55;90.55
Female;0;No;Yes;4;7295-JOMMD;Yes;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);98.1;396.3
Female;0;Yes;Yes;14;7296-PIXQY;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.2;1046.5
Female;0;No;No;51;7297-DVYGA;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);19.85;996.95
Female;0;No;No;1;7298-IZWLY;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.4;19.4
Female;0;Yes;Yes;23;7299-GNVPL;No;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;84.4;1936.85
Female;0;No;No;72;7301-ABVAD;No;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86.6;6350.5
Female;0;No;No;1;7302-ZHMHP;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.15;19.15
Male;0;Yes;No;30;7305-ZWMAJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20.7;587.1
Male;0;Yes;Yes;69;7306-YDSOI;No;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;Yes;Bank transfer (automatic);59.75;4069.9
Male;0;No;No;1;7310-EGVHZ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20.2;20.2
Female;0;No;No;5;7311-MQJCH;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19.55;99.6
Male;0;No;No;1;7312-XSBAT;No;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;49.75;49.75
Male;0;No;No;2;7314-OXENN;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;82.0;184.65
Male;0;No;No;13;7315-WYOAW;No;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;100.75;1313.25
Male;0;Yes;No;71;7317-GGVPB;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);108.6;7690.9
Male;0;No;No;8;7318-EIVKO;No;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;59.25;436.6
Male;0;No;No;7;7319-VENRZ;No;Yes;No;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);64.3;445.95
Male;0;Yes;Yes;25;7319-ZNRTR;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;19.6;411.15
Male;0;No;Yes;32;7321-KKSDU;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.5;696.8
Female;0;No;No;11;7321-PKUYW;Yes;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;No;Electronic check;90.15;987.95
Female;0;Yes;No;2;7321-VGNKU;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.35;120.25
Male;0;Yes;Yes;13;7321-ZNSLA;No;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;40.55;590.35
Male;1;Yes;No;72;7322-OCWHC;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);93.05;6735.05
Female;0;No;No;39;7325-ENZFI;No;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);40.3;1630.4
Male;0;Yes;Yes;6;7326-RIGQZ;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69.8;377.85
Female;0;No;Yes;31;7328-OWMOM;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20.1;589.25
Female;0;Yes;Yes;59;7328-ZJAJO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19.5;1222.65
Female;0;No;No;5;7330-WZLNC;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;90.8;455.5
Male;0;Yes;No;27;7336-RLLRH;No;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Mailed check;80.85;2204.35
Female;0;Yes;Yes;8;7337-CINUD;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19.5;159.35
Male;0;No;Yes;39;7338-ERIVA;No;No;No phone service;DSL;Yes;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);45.05;1790.6
Female;0;No;No;4;7339-POGZN;No;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;50.7;214.55
Female;0;Yes;Yes;51;7340-KEFQE;No;No;No phone service;DSL;Yes;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);34.2;1782.0
Male;0;Yes;No;4;7341-LXCAF;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.65;301.4
Male;0;Yes;No;3;7343-EOBEU;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;23.6;89.05
Female;0;No;No;59;7346-MEDWM;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;83.25;4949.1
Male;0;No;No;37;7349-ALMUX;No;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);65.6;2313.8
Female;1;No;No;7;7351-KYHQH;No;Yes;No;DSL;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;64.95;493.65
Female;0;No;No;6;7351-MHQVU;No;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);50.95;307.6
Female;0;No;No;7;7353-YOWFP;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.25;129.15
