PhoneService;MultipleLines;customerID;Churn
Yes;Yes;3247-ZVOUO;Yes
No;No phone service;3249-VHRIP;No
Yes;Yes;3249-ZPQRG;Yes
Yes;Yes;3251-YMVWZ;No
Yes;No;3253-HKOKL;No
Yes;Yes;3254-YRILK;Yes
Yes;No;3255-GRXMG;No
No;No phone service;3256-EZDBI;No
Yes;No;3258-SANFR;No
Yes;Yes;3258-SYSWS;No
Yes;Yes;3258-ZKPAI;No
Yes;Yes;3259-FDWOY;Yes
Yes;Yes;3259-KNMRR;No
Yes;Yes;3259-QMXUN;No
Yes;Yes;3261-CQXOL;No
Yes;Yes;3262-EIDHV;No
Yes;No;3266-FTKHB;No
Yes;Yes;3269-ATYWD;Yes
Yes;No;3272-VUHPV;No
Yes;No;3274-NSDWE;No
No;No phone service;3275-RHRNE;No
Yes;Yes;3276-HDUEG;Yes
Yes;No;3278-FSIXX;No
Yes;No;3279-DYZQM;No
Yes;Yes;3280-MRDOF;No
Yes;No;3280-NMUVX;No
Yes;Yes;3282-ZISZV;No
Yes;Yes;3283-WCWXT;No
Yes;Yes;3284-SVCRO;No
No;No phone service;3285-UCQVC;Yes
Yes;Yes;3292-PBZEJ;No
Yes;Yes;3295-YVUSR;No
Yes;No;3296-SILRA;Yes
No;No phone service;3298-QEICA;No
Yes;Yes;3301-LSLWQ;No
Yes;Yes;3301-VKTGC;No
No;No phone service;3307-TLCUD;No
Yes;No;3308-DGHKL;No
No;No phone service;3308-JSGML;No
Yes;No;3308-MHOOC;No
Yes;Yes;3312-UUMZW;No
Yes;Yes;3312-ZWLGF;No
Yes;Yes;3313-QKNKB;Yes
No;No phone service;3315-IKYZQ;No
Yes;Yes;3315-TOTBP;Yes
Yes;No;3316-UWXUY;No
No;No phone service;3317-HRTNN;Yes
Yes;No;3317-VLGQT;No
Yes;No;3318-ISQFQ;No
Yes;No;3318-NMQXL;No
Yes;Yes;3318-OSATS;Yes
Yes;No;3319-DWOEP;Yes
Yes;Yes;3320-VEOYC;No
Yes;Yes;3323-CPBWR;No
Yes;No;3324-OIRTO;No
Yes;Yes;3325-FUYCG;Yes
Yes;No;3327-YBAKM;No
No;No phone service;3329-WDIOK;Yes
Yes;Yes;3331-HQDTW;Yes
Yes;Yes;3334-CTHOL;Yes
Yes;Yes;3336-JORSO;Yes
Yes;Yes;3338-CVVEH;No
Yes;Yes;3339-EAQNV;No
Yes;No;3340-QBBFM;No
Yes;No;3345-JHUEO;No
Yes;No;3345-PBBFH;No
No;No phone service;3346-BRMIS;Yes
Yes;Yes;3347-YJZZE;No
Yes;No;3348-CFRNX;Yes
Yes;Yes;3349-ANQNH;No
Yes;Yes;3351-NGXYI;No
Yes;Yes;3351-NQLDI;Yes
Yes;Yes;3352-ALMCK;No
Yes;No;3352-RICWQ;No
Yes;No;3354-OADJP;No
Yes;No;3359-DSRKA;No
Yes;Yes;3363-DTIVD;No
Yes;No;3363-EWLGO;No
Yes;No;3365-SAIGS;No
Yes;Yes;3370-GQEAL;No
Yes;Yes;3370-HXOPH;No
Yes;Yes;3372-CDXFJ;No
Yes;Yes;3372-KWFBM;Yes
Yes;No;3373-DIUUN;No
Yes;No;3373-YZZYM;No
Yes;Yes;3374-LXDEV;Yes
Yes;No;3374-PZLXD;No
Yes;No;3374-TTZTK;No
Yes;No;3376-BMGFE;Yes
Yes;Yes;3378-AJRAO;No
Yes;Yes;3384-CTMSF;No
Yes;No;3387-PLKUI;No
Yes;Yes;3387-VATUS;Yes
Yes;Yes;3389-KTRXV;No
Yes;Yes;3389-YGYAI;Yes
Yes;No;3391-JSQEW;No
Yes;Yes;3392-EHMNK;No
Yes;Yes;3393-FMZPV;Yes
Yes;Yes;3396-DKDEL;No
Yes;No;3397-AVTKU;No
Yes;Yes;3398-FSHON;Yes
Yes;Yes;3398-GCPMU;No
Yes;No;3398-ZOUAA;Yes
Yes;No;3399-BMLVW;No
Yes;No;3400-ESFUW;Yes
Yes;Yes;3401-URHDA;No
Yes;Yes;3402-XRIUO;No
Yes;Yes;3404-JNXAX;No
Yes;Yes;3407-JMJQQ;No
Yes;No;3407-QGWLG;No
Yes;Yes;3410-MHHUM;No
Yes;No;3410-YOQBQ;No
Yes;No;3411-WLRSQ;No
Yes;No;3413-BMNZE;No
Yes;Yes;3413-CSSTH;No
Yes;Yes;3413-DHLPB;No
Yes;No;3415-TAILE;Yes
No;No phone service;3417-TSCIC;No
Yes;Yes;3419-SNJJD;Yes
Yes;Yes;3420-YJLQT;No
Yes;No;3420-ZDBMA;No
Yes;Yes;3422-GALYP;No
Yes;No;3422-LYEPQ;Yes
Yes;No;3422-WJOYD;No
Yes;No;3423-HHXAO;No
Yes;Yes;3424-NMNBO;Yes
Yes;Yes;3426-NIYYL;Yes
Yes;Yes;3427-GGZZI;No
Yes;Yes;3428-MMGUB;No
Yes;No;3428-XZMAZ;Yes
Yes;No;3429-IFLEM;No
No;No phone service;3439-GVUSX;No
Yes;No;3440-JPSCL;Yes
No;No phone service;3441-CGZJH;No
Yes;Yes;3442-ZHHCC;No
No;No phone service;3445-HXXGF;Yes
Yes;No;3446-QDSZF;No
Yes;No;3450-WXOAT;No
Yes;No;3451-VAWLI;No
Yes;Yes;3452-ABWRL;No
Yes;No;3452-FLHYD;No
Yes;Yes;3452-GWUIN;No
Yes;Yes;3452-SRFEG;No
Yes;No;3453-RTHJQ;No
Yes;No;3454-JFUBC;No
Yes;No;3457-PQBYH;No
Yes;No;3458-IDMFK;No
Yes;Yes;3460-TJBWI;No
Yes;Yes;3462-BJQQA;No
Yes;No;3466-BYAVD;No
Yes;Yes;3466-RITXD;No
Yes;Yes;3466-WAESX;No
Yes;Yes;3468-DRVQJ;No
Yes;No;3470-BTGQO;No
Yes;Yes;3470-OBUET;No
No;No phone service;3472-OAOOR;No
Yes;Yes;3472-QPRCH;No
Yes;Yes;3473-XIIIT;Yes
No;No phone service;3474-BAFSJ;No
Yes;Yes;3481-JHUZH;No
Yes;No;3482-ABPKK;No
Yes;Yes;3486-HOOGQ;No
Yes;Yes;3486-KHMLI;No
Yes;No;3486-NPGST;No
Yes;No;3487-EARAT;No
Yes;No;3488-PGMQJ;Yes
Yes;Yes;3489-HHPFY;No
Yes;No;3489-VSFRD;No
Yes;No;3494-JCHRQ;Yes
Yes;No;3496-LFSZU;No
Yes;No;3498-LZGQZ;No
Yes;Yes;3500-NSDOA;No
Yes;No;3500-RMZLT;Yes
Yes;Yes;3503-TYDAY;No
Yes;No;3506-LCJDC;Yes
Yes;Yes;3506-OVLKD;No
Yes;No;3507-GASNP;No
Yes;Yes;3508-CFVZL;No
Yes;Yes;3508-VLHCZ;No
Yes;No;3509-GWQGF;No
Yes;No;3511-APPBJ;No
No;No phone service;3511-BFTJW;No
Yes;Yes;3512-IZIKN;Yes
Yes;Yes;3518-FSTWG;No
Yes;No;3518-PZXZQ;No
Yes;Yes;3519-ZKXGG;Yes
Yes;Yes;3520-FJGCV;No
Yes;Yes;3521-HTQTV;No
Yes;No;3521-MNKLV;No
Yes;No;3521-SYVOR;Yes
Yes;No;3522-CDKHF;No
Yes;No;3523-BRGUW;No
Yes;No;3523-QRQLL;Yes
Yes;Yes;3524-WQDSG;No
Yes;No;3525-DVKFN;No
No;No phone service;3528-HFRIQ;No
Yes;No;3530-CRZSB;No
Yes;No;3530-VWVGU;No
Yes;No;3533-UVMOM;No
Yes;Yes;3536-IQCTX;Yes
Yes;Yes;3537-HPKQT;No
Yes;Yes;3537-RYBHH;No
No;No phone service;3538-WZPHD;Yes
Yes;No;3540-RZJYU;Yes
Yes;Yes;3541-ZNUHK;No
Yes;Yes;3544-FBCAS;No
Yes;Yes;3545-CNWRG;No
Yes;No;3546-GHEAE;No
Yes;Yes;3547-LQRIK;No
Yes;Yes;3549-ZTMNH;No
Yes;Yes;3550-SAHFP;Yes
No;No phone service;3551-GAEGL;No
Yes;Yes;3551-HUAZH;Yes
Yes;Yes;3552-CTCYF;No
Yes;No;3556-BVQGL;No
Yes;Yes;3557-HTYWR;No
Yes;No;3563-SVYLG;No
Yes;Yes;3565-UNOCC;Yes
No;No phone service;3566-CAAYU;No
Yes;No;3566-HJGPK;No
Yes;No;3566-VVORZ;No
Yes;Yes;3567-PQTSO;No
Yes;Yes;3569-EDBPQ;No
Yes;Yes;3569-JFODW;No
Yes;No;3569-VLDHH;No
Yes;No;3570-YUEKJ;No
Yes;Yes;3571-DPYUH;No
Yes;Yes;3571-RFHAR;Yes
Yes;Yes;3572-UOLYZ;No
Yes;No;3572-UUHRS;No
Yes;No;3577-AMVUX;No
Yes;Yes;3580-GICBM;No
Yes;Yes;3580-HYCSP;No
Yes;No;3580-REOAC;Yes
Yes;No;3583-EKAPL;Yes
Yes;No;3583-KRKMD;No
Yes;Yes;3584-WKTTW;No
Yes;Yes;3585-ISXZP;Yes
Yes;Yes;3585-YNADK;No
Yes;No;3587-PMCOY;No
Yes;Yes;3588-WSTTJ;No
Yes;No;3589-PPVKW;No
Yes;No;3590-TCXTB;No
Yes;No;3594-BDSOA;No
Yes;No;3594-IVHJZ;No
No;No phone service;3594-KADLU;No
Yes;Yes;3594-UVONA;Yes
Yes;Yes;3597-MVHJT;No
Yes;Yes;3597-YASZG;No
Yes;No;3604-WLABM;No
Yes;Yes;3605-JISKB;No
No;No phone service;3606-SBKRY;No
Yes;Yes;3606-TWKGI;Yes
Yes;Yes;3612-YUNGG;No
Yes;Yes;3612-YVGSJ;No
Yes;Yes;3617-XLSGQ;No
Yes;No;3620-EHIMZ;No
Yes;No;3620-MWJNE;No
Yes;Yes;3621-CEOVK;Yes
No;No phone service;3621-CHYVB;No
Yes;No;3623-FQBOX;No
Yes;No;3627-FCRDW;Yes
Yes;No;3627-FHKBK;Yes
Yes;No;3629-WEAAM;No
Yes;No;3629-ZNKXA;No
Yes;No;3633-CDBUW;No
No;No phone service;3635-JBPSG;No
Yes;No;3635-QQRQD;No
Yes;No;3638-DIMPH;No
Yes;Yes;3638-VBZTA;No
Yes;Yes;3638-WEABW;No
Yes;No;3639-XJHKQ;No
Yes;No;3640-JQGJG;No
Yes;Yes;3640-PHQXK;Yes
Yes;No;3642-BYHDO;No
Yes;Yes;3642-GKTCT;No
Yes;Yes;3643-AHCFP;Yes
Yes;No;3644-QXEHN;No
Yes;No;3645-DEYGF;No
Yes;No;3646-ITDGM;No
Yes;No;3647-GMGDH;Yes
No;No phone service;3648-GZPHF;No
Yes;Yes;3649-JPUGY;No
Yes;No;3653-NCRDJ;No
Yes;Yes;3654-ARMGP;No
Yes;Yes;3655-SNQYZ;No
Yes;No;3656-TKRVZ;Yes
Yes;Yes;3657-COGMW;No
Yes;No;3658-KIBGF;Yes
Yes;No;3658-QQJYD;No
Yes;No;3662-FXJFO;No
Yes;No;3663-MITLP;Yes
No;No phone service;3665-JATSN;No
Yes;No;3668-QPYBK;Yes
No;No phone service;3669-LVWZB;Yes
Yes;No;3669-OYSJI;Yes
Yes;Yes;3669-WHAFY;No
Yes;No;3671-SHRSP;Yes
Yes;Yes;3672-YITQD;Yes
Yes;No;3675-EQOZA;No
Yes;No;3675-YDUPJ;No
No;No phone service;3677-IYRBF;Yes
Yes;No;3677-TNKIO;Yes
Yes;No;3678-MNGZX;No
Yes;No;3679-XASPY;No
Yes;Yes;3680-CTHUH;No
Yes;Yes;3682-YEUWS;No
Yes;No;3683-QKIUE;Yes
Yes;Yes;3685-YLCMQ;Yes
Yes;Yes;3688-FTHLT;No
No;No phone service;3689-MOZGR;No
Yes;Yes;3692-JHONH;No
No;No phone service;3694-DELSO;No
Yes;No;3694-GLTJM;No
Yes;Yes;3696-DFHHB;No
Yes;Yes;3696-XRIEN;No
Yes;No;3701-SFMUH;No
Yes;Yes;3703-KBKZP;No
Yes;No;3703-TTEPD;No
Yes;No;3703-VAVCL;Yes
No;No phone service;3704-IEAXF;No
Yes;No;3705-PSNGL;Yes
Yes;Yes;3705-RHRFR;No
Yes;Yes;3707-GNWHM;Yes
Yes;Yes;3707-LRWZD;Yes
Yes;No;3709-OIJEA;No
Yes;No;3712-PKXZA;No
Yes;No;3714-JTVOV;Yes
Yes;Yes;3714-NTNFO;No
Yes;Yes;3714-XPXBW;No
Yes;No;3716-BDVDB;Yes
Yes;Yes;3716-LRGXK;No
Yes;No;3716-UVSPD;No
Yes;No;3717-FDJFU;No
Yes;Yes;3717-LNXKW;No
Yes;No;3717-OEAUQ;No
Yes;No;3717-OFRTN;No
Yes;No;3719-TDVQB;No
Yes;No;3720-DBRWL;No
Yes;No;3721-CNEYS;Yes
Yes;No;3721-CNZHX;No
Yes;No;3721-WKIIL;No
Yes;No;3722-WPXTK;Yes
Yes;Yes;3723-BFBGR;No
Yes;No;3724-BSCVH;No
Yes;No;3724-UCSHY;No
Yes;Yes;3726-TBHQT;No
Yes;No;3727-JEZTU;No
Yes;Yes;3727-OVPRY;No
Yes;No;3727-OWVYD;No
Yes;Yes;3727-RJMEO;Yes
Yes;Yes;3729-OWRVL;No
Yes;No;3733-LSYCE;No
Yes;Yes;3733-UOCWF;No
Yes;No;3733-ZEECP;No
Yes;No;3736-BLEPA;No
Yes;Yes;3737-GCSPV;Yes
Yes;Yes;3737-XBQDD;No
No;No phone service;3739-YBWAB;No
Yes;No;3740-RLMVT;No
Yes;No;3744-ZBHON;No
Yes;Yes;3744-ZRRDZ;Yes
No;No phone service;3745-HRPHI;No
Yes;Yes;3746-EUBYR;Yes
No;No phone service;3748-FVMZZ;No
Yes;No;3750-CKVKH;Yes
Yes;No;3750-RNQKR;No
Yes;No;3750-YHRYO;No
No;No phone service;3751-KTZEL;Yes
Yes;No;3752-CQSJI;No
Yes;No;3753-TSEMP;Yes
Yes;No;3754-DXMRT;Yes
Yes;No;3755-JBMNH;Yes
Yes;Yes;3756-VNWDH;No
Yes;Yes;3757-NJYBX;Yes
Yes;Yes;3758-CKOQL;No
Yes;Yes;3761-FLYZI;No
Yes;Yes;3763-GCZHZ;Yes
Yes;No;3764-MNMOI;No
Yes;No;3765-JXVKY;Yes
Yes;Yes;3766-EJLFL;No
Yes;Yes;3768-NLUBH;Yes
Yes;Yes;3768-VHXQO;No
Yes;No;3769-MHZNV;No
Yes;Yes;3771-PZOBW;No
Yes;No;3774-VBNXY;No
No;No phone service;3776-EKTKM;Yes
Yes;No;3777-XROBG;No
Yes;No;3778-FOAQW;No
Yes;Yes;3779-OSWCF;No
Yes;No;3780-DDGSE;No
Yes;No;3780-YVMFA;No
Yes;Yes;3785-KTYSH;No
Yes;No;3785-NRHYR;No
Yes;Yes;3786-WOVKF;No
No;No phone service;3787-TRIAL;No
Yes;Yes;3791-LGQCY;Yes
Yes;Yes;3793-MMFUH;Yes
Yes;No;3794-NFNCH;No
Yes;Yes;3795-CAWEX;No
Yes;No;3795-GWTRD;No
Yes;Yes;3796-ENZGF;No
Yes;Yes;3797-FKOGQ;No
No;No phone service;3797-VTIDR;Yes
Yes;No;3798-EPWRR;No
Yes;No;3799-ISUZQ;Yes
Yes;No;3800-LYTRK;No
Yes;No;3801-HMYNL;Yes
Yes;No;3803-KMQFW;Yes
Yes;Yes;3804-RVTGV;Yes
No;No phone service;3806-DXQOM;Yes
Yes;No;3806-YAZOV;No
Yes;No;3807-BPOMJ;No
Yes;No;3807-XHCJH;No
Yes;No;3808-HFKDE;No
Yes;Yes;3810-DVDQQ;No
Yes;Yes;3810-PJUHR;No
Yes;Yes;3811-VBYBZ;Yes
Yes;Yes;3812-LRZIR;No
No;No phone service;3813-DHBBB;No
Yes;Yes;3814-MLAXC;Yes
No;No phone service;3815-SLMEF;Yes
Yes;Yes;3823-KYNQY;No
Yes;No;3824-RHKVR;No
Yes;No;3831-YCPUO;No
Yes;Yes;3834-XUIFC;Yes
Yes;Yes;3836-FZSDJ;No
Yes;Yes;3838-OZURD;Yes
No;No phone service;3841-CONLJ;No
Yes;Yes;3841-NFECX;No
Yes;Yes;3842-IYKUE;Yes
Yes;No;3842-QTGDL;No
Yes;No;3845-FXCYS;No
No;No phone service;3845-JHAMY;No
Yes;No;3847-BAERP;No
Yes;Yes;3850-OKINF;No
Yes;Yes;3853-LYGAM;No
Yes;No;3855-ONCAR;No
Yes;Yes;3858-VOBET;Yes
Yes;Yes;3858-XHYJO;No
Yes;No;3859-CVCET;Yes
Yes;No;3863-IUBJR;Yes
Yes;No;3863-QSTYI;No
Yes;Yes;3865-QBWSJ;No
Yes;Yes;3865-YIOTT;No
Yes;No;3865-ZFZIB;No
Yes;Yes;3865-ZYKAD;No
Yes;No;3866-MDTUB;Yes
Yes;Yes;3870-MQAMG;Yes
Yes;Yes;3870-SPZSI;No
Yes;No;3871-IKPYH;Yes
Yes;Yes;3873-NFTGI;No
Yes;Yes;3873-WOSBC;No
Yes;Yes;3874-EQOEP;Yes
Yes;Yes;3877-JRJIP;Yes
Yes;No;3878-AVSOQ;No
Yes;Yes;3882-IYOIJ;No
Yes;No;3884-HCSWG;Yes
No;No phone service;3884-UEBXB;No
Yes;Yes;3886-CERTZ;Yes
Yes;Yes;3887-PBQAO;No
Yes;No;3889-VWBID;No
Yes;No;3890-RTCMS;No
No;No phone service;3891-NLXJB;No
Yes;No;3891-PUQOD;Yes
Yes;Yes;3892-NXAZG;No
No;No phone service;3893-JRNFS;No
No;No phone service;3896-RCYYE;No
Yes;Yes;3896-ZVNET;No
Yes;Yes;3898-BSJYF;No
Yes;Yes;3898-GUYTS;No
Yes;No;3900-AQPHZ;Yes
Yes;Yes;3902-FOIGH;Yes
Yes;Yes;3902-MIVLE;No
Yes;Yes;3904-UKFRE;No
Yes;No;3908-BLSYF;Yes
No;No phone service;3908-MKIMJ;No
Yes;No;3910-MRQOY;No
No;No phone service;3911-RSNHI;No
Yes;Yes;3913-FCUUW;No
Yes;Yes;3913-RDSJZ;No
Yes;No;3914-FDRHP;No
Yes;Yes;3915-ODIYG;No
Yes;No;3916-NRPAP;No
Yes;Yes;3920-HIHMQ;No
Yes;No;3923-CSIHK;Yes
Yes;No;3926-CUQZX;Yes
Yes;No;3926-YZVVX;No
Yes;No;3927-NLNRY;Yes
Yes;No;3930-ZGWVE;No
Yes;No;3932-CMDTD;Yes
Yes;Yes;3932-IJWDZ;No
No;No phone service;3933-DQPWX;No
Yes;Yes;3934-HXCFZ;Yes
Yes;Yes;3935-TBRZZ;No
Yes;No;3936-QQFLL;No
Yes;Yes;3938-YFPXD;No
No;No phone service;3941-XTSKM;No
Yes;Yes;3943-KDREE;Yes
Yes;No;3945-GFWQL;Yes
Yes;Yes;3946-JEWRQ;No
Yes;No;3946-MHCZW;Yes
Yes;No;3948-FVVRP;No
Yes;Yes;3948-KXDUF;No
Yes;No;3948-XHGNA;Yes
Yes;No;3950-VPYJB;No
Yes;Yes;3951-NJCVI;No
Yes;No;3955-JBZZM;No
Yes;No;3956-CJUST;No
Yes;No;3956-MGXOG;No
Yes;Yes;3957-HHLMR;No
Yes;Yes;3957-LXOLK;Yes
Yes;Yes;3957-SQXML;No
Yes;No;3961-SXAXY;No
Yes;Yes;3963-RYFNS;No
Yes;No;3966-HRMZA;No
Yes;Yes;3967-KXAPS;No
Yes;Yes;3967-VQOGC;No
Yes;No;3969-GYXEL;No
Yes;No;3969-JQABI;No
Yes;No;3970-XGJDU;No
Yes;No;3973-SKMLN;No
Yes;Yes;3976-BWUCK;Yes
Yes;No;3976-HXHCE;No
Yes;No;3976-NLDEZ;No
Yes;No;3977-QCRSL;No
Yes;No;3978-YNKDD;No
Yes;No;3981-QSVQI;No
Yes;Yes;3982-DQLUS;No
Yes;No;3982-JGSFD;No
Yes;Yes;3982-XWFZQ;Yes
Yes;No;3985-HOYPM;No
Yes;No;3987-KQDDU;No
Yes;No;3988-RQIXO;Yes
Yes;Yes;3990-QYKBE;Yes
Yes;Yes;3992-YWPKO;Yes
Yes;No;3995-WFCSM;No
Yes;No;3996-ZNWYK;No
Yes;No;3999-QGRJH;Yes
No;No phone service;3999-WRNGR;No
Yes;Yes;4000-VGMQP;No
Yes;No;4001-TSBTV;No
Yes;Yes;4002-BQWPQ;No
Yes;No;4003-FUSHP;No
Yes;No;4003-OCTMP;No
Yes;No;4006-HKYHO;No
Yes;Yes;4007-NHVHI;No
Yes;No;4009-ALQFH;Yes
Yes;Yes;4010-YLMVT;No
Yes;No;4011-ARPHK;No
Yes;No;4012-YCFAI;No
Yes;No;4012-ZTHBR;No
Yes;No;4013-GUXND;No
Yes;No;4013-TLDHQ;Yes
Yes;Yes;4013-UBXWQ;Yes
Yes;Yes;4016-BJKTZ;No
Yes;No;4018-KJYUY;No
Yes;Yes;4018-PPNDW;No
Yes;No;4020-KIUDI;No
Yes;Yes;4021-RQSNY;Yes
No;No phone service;4023-RTIQM;No
Yes;Yes;4024-CSNBY;No
Yes;No;4026-SKKHW;No
Yes;No;4029-HPFVY;No
No;No phone service;4030-VPZBD;Yes
No;No phone service;4032-RMHCI;No
Yes;Yes;4039-HEUNW;Yes
Yes;No;4039-PIMHX;No
Yes;No;4043-MKDTV;No
Yes;No;4049-ZPALD;No
Yes;No;4054-CUMIA;No
Yes;Yes;4056-QHXHZ;No
Yes;Yes;4057-FKCZK;No
Yes;Yes;4059-IIEBK;No
Yes;Yes;4060-LDNLU;No
Yes;No;4061-UKJWL;No
Yes;Yes;4062-HBMOS;No
Yes;No;4063-EIKNQ;No
Yes;No;4065-JJAVA;No
Yes;No;4067-HLYQI;No
Yes;Yes;4070-OKWVH;No
Yes;No;4072-IPYLT;No
Yes;No;4074-SJFFA;Yes
Yes;No;4075-JFPGR;No
Yes;Yes;4077-CROMM;Yes
Yes;Yes;4077-HWUYD;No
Yes;Yes;4078-SAYYN;Yes
Yes;No;4079-ULGFR;No
Yes;Yes;4079-VTGLK;No
No;No phone service;4079-WWQQQ;No
Yes;Yes;4080-IIARD;No
Yes;Yes;4080-OGPJL;Yes
No;No phone service;4081-DYXAV;Yes
Yes;Yes;4083-BFNYK;No
Yes;No;4083-EUGRJ;Yes
Yes;No;4086-ATNFV;No
Yes;No;4086-WITJG;No
Yes;No;4086-YQSNZ;Yes
Yes;Yes;4088-YLDSU;Yes
Yes;Yes;4090-KPJIP;No
Yes;Yes;4091-TVOCN;No
Yes;No;4092-OFQZS;No
Yes;Yes;4094-NSEDU;Yes
Yes;Yes;4097-YODCF;No
Yes;Yes;4098-NAUKP;No
Yes;Yes;4102-HLENU;No
Yes;Yes;4102-OQUPX;Yes
Yes;No;4104-PVRPS;No
Yes;No;4106-HADHQ;Yes
Yes;Yes;4109-CYRBD;No
Yes;No;4110-PFEUZ;Yes
No;No phone service;4111-BNXIF;No
Yes;No;4112-LUEIZ;Yes
Yes;Yes;4114-QMKVN;No
Yes;No;4115-BNPJY;No
Yes;No;4115-NZRKS;No
No;No phone service;4115-UMJFQ;No
Yes;Yes;4116-IQRFR;No
Yes;No;4116-TZAQJ;Yes
Yes;Yes;4118-CEVPF;No
Yes;Yes;4119-ZYPZY;No
Yes;Yes;4121-AGSIN;No
Yes;Yes;4123-DVHPH;No
Yes;Yes;4123-FCVCB;No
Yes;Yes;4124-MMETB;Yes
Yes;Yes;4128-ETESU;No
Yes;Yes;4129-LYCOI;No
Yes;No;4130-MZLCC;No
Yes;Yes;4132-KALRO;No
No;No phone service;4132-POCZS;No
Yes;No;4134-BSXLX;No
Yes;Yes;4135-FRWKJ;No
Yes;Yes;4137-BTIKL;No
Yes;No;4137-JOPHL;No
Yes;Yes;4138-NAXED;No
No;No phone service;4139-DETXS;No
No;No phone service;4139-JPIAM;No
No;No phone service;4139-SUGLD;Yes
Yes;No;4140-MUHUG;Yes
Yes;No;4140-WJAWW;Yes
Yes;No;4143-HHPMK;Yes
Yes;Yes;4143-OOBWZ;Yes
Yes;No;4145-UQXUQ;Yes
Yes;No;4146-SVFUD;No
Yes;No;4154-AQUGT;Yes
Yes;Yes;4159-NAAIX;No
Yes;No;4160-AMJTL;Yes
Yes;No;4163-HFTUK;No
Yes;Yes;4163-KIUHY;No
Yes;Yes;4163-NCJAK;No
Yes;No;4174-LPGTI;Yes
Yes;Yes;4176-FXYBO;No
Yes;Yes;4176-RELJR;No
No;No phone service;4177-JPDFU;No
Yes;Yes;4178-EGMON;No
Yes;No;4182-BGSIQ;No
Yes;No;4183-MYFRB;No
Yes;No;4183-WCSEP;Yes
Yes;No;4184-TJFAN;Yes
Yes;Yes;4184-VODJZ;No
Yes;Yes;4186-ZBUEW;No
Yes;No;4187-CINZD;Yes
Yes;Yes;4188-FRABG;No
Yes;No;4188-PCPIG;No
Yes;Yes;4189-NAKJS;No
Yes;No;4190-MFLUW;Yes
Yes;Yes;4191-XOVOM;No
Yes;No;4192-GORJT;Yes
Yes;Yes;4193-IBKSW;No
Yes;No;4193-ORFCL;Yes
Yes;Yes;4194-FJARJ;No
Yes;Yes;4194-WHFCB;No
No;No phone service;4195-NZGTA;No
Yes;Yes;4195-PNGZS;No
Yes;No;4195-SMMNX;Yes
No;No phone service;4198-VFOEA;No
Yes;Yes;4199-QHJNM;No
Yes;No;4201-JMNGR;Yes
Yes;No;4203-QGNZA;No
Yes;No;4208-UFFGW;Yes
Yes;No;4210-QFJMF;Yes
Yes;No;4211-MMAZN;Yes
Yes;Yes;4213-HKBJO;No
Yes;Yes;4220-TINQT;No
Yes;No;4223-BKEOR;No
Yes;No;4223-WOZCM;No
Yes;No;4226-KKDON;No
Yes;Yes;4227-OJHAL;No
Yes;Yes;4228-ZGYUW;Yes
Yes;Yes;4229-CZMLL;Yes
Yes;Yes;4231-LZUYM;No
Yes;No;4232-JGKIY;No
Yes;No;4234-XTNEA;No
No;No phone service;4236-UJPWO;No
Yes;No;4236-XPXAV;Yes
Yes;No;4237-CLSMM;No
Yes;No;4237-RLAQD;Yes
Yes;Yes;4238-HFHSN;No
Yes;Yes;4238-JSSWH;No
Yes;No;4248-HCETZ;Yes
Yes;Yes;4248-QPAVC;Yes
Yes;No;4250-FDVOU;Yes
Yes;Yes;4250-WAROZ;No
Yes;Yes;4250-ZBWLV;Yes
No;No phone service;4254-QPEDE;No
Yes;No;4255-DDUOU;Yes
Yes;No;4256-ZWTZI;No
No;No phone service;4257-GAESD;No
Yes;No;4273-MBHYA;No
Yes;Yes;4274-DRSQT;No
Yes;No;4274-OWWYO;Yes
Yes;No;4277-BWBML;No
Yes;No;4277-PVRAN;Yes
Yes;Yes;4277-UDIEF;No
Yes;No;4280-DLSHD;No
No;No phone service;4282-ACRXS;No
Yes;Yes;4282-MSACW;No
Yes;Yes;4282-YMKNA;Yes
Yes;Yes;4283-FUTGF;Yes
Yes;No;4283-IVYCI;No
Yes;No;4285-GYRQC;Yes
Yes;Yes;4289-DTDKW;Yes
Yes;Yes;4290-BSXUX;Yes
Yes;No;4291-HPAXL;No
No;No phone service;4291-HYEBC;No
Yes;No;4291-SHSBH;No
Yes;Yes;4291-TPNFG;No
Yes;No;4291-YZODP;No
Yes;Yes;4293-ETKAP;No
Yes;No;4295-YURET;No
Yes;Yes;4298-OYIFC;No
Yes;No;4299-OPXEJ;No
Yes;Yes;4299-SIMNS;No
Yes;Yes;4301-VVZKA;No
Yes;No;4302-ZYFEL;No
Yes;Yes;4304-TSPVK;No
Yes;Yes;4304-XUMGI;No
Yes;Yes;4307-KTUMW;Yes
No;No phone service;4307-KWMXE;No
No;No phone service;4310-KEDTB;No
Yes;No;4311-QTTAI;No
No;No phone service;4312-GVYNH;No
Yes;Yes;4312-KFRXN;No
Yes;No;4315-MURBD;Yes
Yes;No;4316-XCSLJ;No
Yes;No;4317-VTEOA;Yes
Yes;No;4318-RAJVY;No
Yes;No;4320-QMLLA;No
Yes;Yes;4322-RCYMT;Yes
Yes;No;4323-ELYYB;No
Yes;Yes;4323-OHFOW;No
No;No phone service;4323-SADQS;Yes
Yes;No;4324-AHJKS;No
